Mã trạm;Chỉ số AQI;Vị trí;Tên trạm;Url;Chất ô nhiễm chủ đạo;CO;Sương;Độ ẩm;NO2;O3;Áp suất;Bụi PM10;Bụi PM2.5;SO2;Nhiệt độ;Tốc độ gió;Thời gian cập nhật;Múi giờ;Trạng thái cảnh báo;Mức độ cảnh báo;Column1;_1;_2;_3
13014;35.00;21.0072,105.83572;Hà Nội/Mầm non Kim Liên, Vietnam;https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien;pm25;2.00;2700;9700;-;-;1,012.00;29.00;35.00;-;2750;230;07/11/2021 8:00;+07:00;#NAME?;#NAME?;;;;
13252;54.00;22.6782,106.245;Cao Bằng/Trạm khí TTQT, Vietnam;http://cem.gov.vn/;pm10;-;1990;8630;-;1.00;985.10;54.00;21.00;5.00;2230;100;03/11/2021 17:00;+07:00;#NAME?;#NAME?;;;;
8767;97.00;10.782978,106.700711;Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh);https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate;pm25;-;2400;6600;-;-;1,010.00;-;97.00;-;3100;280;10/11/2021 10:00;+07:00;#NAME?;#NAME?;;;;
8688;52.00;21.0811211,105.8180306;United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội);https://aqicn.org/city/vietnam/hanoi/unis;aqi;-;2800;8900;-;-;1,008.00;-;52.00;-;3000;410;17/08/2021 22:00;+07:00;#NAME?;#NAME?;;;;
8641;59.00;21.0215063,105.8188748;Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội);https://aqicn.org/city/vietnam/hanoi/us-embassy;pm25;0.10;600;3700;7.80;6.50;1,023.00;-;59.00;6.10;2100;300;10/11/2021 10:00;+07:00;#NAME?;#NAME?;;;;
13012;6.00;13.998599,107.996482;Gia Lai/phường Thống Nhất - Pleiku, Vietnam;https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku;pm25;1.00;1810;8250;1.00;18.00;925.90;6.00;6.00;1.00;2120;400;10/11/2021 10:00;+07:00;#NAME?;#NAME?;;;;
12488;-;16.46226,107.596351;Thừa Thiên Huế/83 Hùng Vương, Vietnam;https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong;;10.00;1900;9300;-;-;1,020.50;-;-;-;2000;380;10/11/2021 10:00;+07:00;#NAME?;#NAME?;;;;
13251;-;21.04975,105.74187;Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem;;10.00;2700;9100;-;2.00;1,007.00;-;-;-;2850;200;07/10/2021 8:00;+07:00;#NAME?;#NAME?;;;;
12976;67.00;21.1137452,105.9268934;Bắc Ninh/Châu Khê, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/chau-khe;pm25;5.00;2200;5200;12.00;8.00;1,000.00;53.00;67.00;9.00;3300;300;28/06/2021 22:00;+07:00;#NAME?;#NAME?;;;;
13250;-;22.3221386,104.1214227;Lào Cai/KCN TALOONG1, Vietnam;https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1;;45.00;1530;7810;-;3.00;1,011.80;1.00;99.20;500.00;1920;200;10/11/2021 11:00;+07:00;#NAME?;#NAME?;;;;
5507;-;20.9416,107.1158;Ha Long, Vietnam (Tp Hạ Long);https://aqicn.org/city/vietnam/ha-long;;-;1310;7400;12.00;10.00;1,006.90;-;-;-;1780;200;10/11/2021 7:00;+07:00;#NAME?;#NAME?;;;;
11778;35.00;21.0357507,106.7641068;Quảng Ninh/UBND TP Uông Bí, Vietnam;https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi;pm10;25.00;1150;6830;5.00;22.00;1,008.40;35.00;18.00;23.00;1740;100;10/11/2021 10:00;+07:00;#NAME?;#NAME?;;;;
12958;-;21.1232473,106.2883295;Bắc Ninh/Phong Cốc, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/phong-coc;;1.00;600;3700;2.00;21.00;1,023.00;-;-;11.00;2100;300;10/11/2021 10:00;+07:00;#NAME?;#NAME?;;;;
12957;-;21.0272212,106.0342099;Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh;;6.00;650;3950;-;-;1,024.00;-;-;7.00;2050;280;10/11/2021 10:00;+07:00;#NAME?;#NAME?;;;;
13015;91.00;21.03982,105.84726;Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam;https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma;pm25;29.00;2200;7400;37.00;-;1,011.00;65.00;91.00;-;2700;280;27/04/2021 15:00;+07:00;#NAME?;#NAME?;;;;
13018;4.00;20.98832,105.854897;Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai;pm25;1.00;650;3950;3.00;-;1,024.00;3.00;4.00;-;2050;280;10/11/2021 8:00;+07:00;#NAME?;#NAME?;;;;
13019;40.00;21.01994,105.77056;Hà Nội/UBND P. Mỹ Đình I, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i;pm25;5.00;650;3950;33.00;-;1,024.00;33.00;40.00;-;2050;280;10/11/2021 8:00;+07:00;#NAME?;#NAME?;;;;
13026;74.00;21.01525,105.80013;Hà Nội/Chi cục BVMT, Vietnam;https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt;pm25;4.00;600;3700;13.00;-;1,023.00;52.00;74.00;-;2100;300;10/11/2021 10:00;+07:00;#NAME?;#NAME?;;;;
1584;11.00;16.074,108.217;Da Nang, Vietnam (TP Đà Nẵng);https://aqicn.org/city/vietnam/da-nang;pm25;1.00;2100;9400;11.00;26.00;1,015.00;7.00;11.00;12.00;2200;300;09/11/2021 0:00;+07:00;#NAME?;#NAME?;;;;
1585;-;12.284358,109.192524;Nha Trang, Vietnam;https://aqicn.org/city/vietnam/nha-trang;;4.00;2300;8050;1.00;4.00;1,013.50;-;-;7.00;2650;640;10/11/2021 10:00;+07:00;#NAME?;#NAME?;;;;
13017;55.00;21.02022,105.81232;Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam;https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong;pm10;15.00;650;3950;20.00;-;1,024.00;55.00;46.00;-;2050;280;10/11/2021 8:00;+07:00;#NAME?;#NAME?;;;;
13020;27.00;21.00577,105.74842;Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem;pm25;3.00;650;3950;21.00;-;1,024.00;19.00;27.00;-;2050;280;10/11/2021 8:00;+07:00;#NAME?;#NAME?;;;;
13013;57.00;21.05121,105.78232;Hà Nội/36A Phạm Văn Đồng, Vietnam;https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong;pm10;19.00;650;3950;24.00;-;1,024.00;57.00;52.00;-;2050;280;10/11/2021 8:00;+07:00;#NAME?;#NAME?;;;;
13014;25.00;21.0072,105.83572;Hà Nội/Mầm non Kim Liên, Vietnam;https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien;pm10;5.00;650;3950;-;-;1,024.00;25.00;32.00;-;2050;280;10/11/2021 8:00;+07:00;#NAME?;#NAME?;;;;
13252;92.00;22.6782,106.245;Cao Bằng/Trạm khí TTQT, Vietnam;http://cem.gov.vn/;pm10;-;930;4980;-;1.00;994.30;92.00;50.00;3.00;2010;100;10/11/2021 10:00;+07:00;#NAME?;#NAME?;;;;
8767;65.00;10.782978,106.700711;Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh);https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate;pm25;-;2400;6600;-;-;1,008.50;-;65.00;-;3100;360;16/11/2021 12:00;+07:00;#NAME?;#NAME?;;;;
8688;52.00;21.0811211,105.8180306;United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội);https://aqicn.org/city/vietnam/hanoi/unis;aqi;-;2800;8900;-;-;1,008.00;-;52.00;-;3000;410;17/08/2021 22:00;+07:00;#NAME?;#NAME?;;;;
8641;174.00;21.0215063,105.8188748;Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội);https://aqicn.org/city/vietnam/hanoi/us-embassy;pm25;0.10;1900;8800;17.90;4.10;1,015.00;-;174.00;7.10;2100;100;16/11/2021 12:00;+07:00;#NAME?;#NAME?;;;;
13012;5.00;13.998599,107.996482;Gia Lai/phường Thống Nhất - Pleiku, Vietnam;https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku;pm25;1.00;1910;9230;1.00;12.00;924.60;4.00;5.00;1.00;2040;100;16/11/2021 13:00;+07:00;#NAME?;#NAME?;;;;
12488;-;16.46226,107.596351;Thừa Thiên Huế/83 Hùng Vương, Vietnam;https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong;;5.00;2300;7800;-;-;1,013.00;-;-;-;2700;200;16/11/2021 13:00;+07:00;#NAME?;#NAME?;;;;
13251;-;21.04975,105.74187;Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem;;10.00;2700;9100;-;2.00;1,007.00;-;-;-;2850;200;07/10/2021 8:00;+07:00;#NAME?;#NAME?;;;;
12976;67.00;21.1137452,105.9268934;Bắc Ninh/Châu Khê, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/chau-khe;pm25;5.00;2200;5200;12.00;8.00;1,000.00;53.00;67.00;9.00;3300;300;28/06/2021 22:00;+07:00;#NAME?;#NAME?;;;;
13250;-;22.3221386,104.1214227;Lào Cai/KCN TALOONG1, Vietnam;https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1;;50.00;1680;8440;-;2.00;1,006.50;1.00;99.10;500.00;1950;100;16/11/2021 13:00;+07:00;#NAME?;#NAME?;;;;
5507;-;20.9416,107.1158;Ha Long, Vietnam (Tp Hạ Long);https://aqicn.org/city/vietnam/ha-long;;-;1970;7780;29.00;9.00;1,003.40;-;-;-;2380;100;16/11/2021 12:00;+07:00;#NAME?;#NAME?;;;;
11778;46.00;21.0357507,106.7641068;Quảng Ninh/UBND TP Uông Bí, Vietnam;https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi;pm25;7.00;1970;7780;14.00;27.00;1,003.40;46.00;46.00;34.00;2380;100;16/11/2021 13:00;+07:00;#NAME?;#NAME?;;;;
12958;-;21.1232473,106.2883295;Bắc Ninh/Phong Cốc, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/phong-coc;;3.00;1900;8800;5.00;29.00;1,015.00;-;-;11.00;2100;100;16/11/2021 13:00;+07:00;#NAME?;#NAME?;;;;
12957;-;21.0272212,106.0342099;Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh;;6.00;1800;9300;-;-;1,016.00;-;-;8.00;1900;100;15/11/2021 5:00;+07:00;#NAME?;#NAME?;;;;
13015;91.00;21.03982,105.84726;Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam;https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma;pm25;29.00;2200;7400;37.00;-;1,011.00;65.00;91.00;-;2700;280;27/04/2021 15:00;+07:00;#NAME?;#NAME?;;;;
13018;95.00;20.98832,105.854897;Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai;pm25;3.00;1900;8800;11.00;-;1,016.00;51.00;95.00;-;2100;100;16/11/2021 11:00;+07:00;#NAME?;#NAME?;;;;
13019;167.00;21.01994,105.77056;Hà Nội/UBND P. Mỹ Đình I, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i;pm25;6.00;1900;8800;42.00;-;1,016.00;94.00;167.00;-;2100;100;16/11/2021 11:00;+07:00;#NAME?;#NAME?;;;;
13026;146.00;21.01525,105.80013;Hà Nội/Chi cục BVMT, Vietnam;https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt;pm25;6.00;1900;8800;21.00;-;1,016.00;102.00;146.00;-;2100;100;16/11/2021 12:00;+07:00;#NAME?;#NAME?;;;;
1584;11.00;16.074,108.217;Da Nang, Vietnam (TP Đà Nẵng);https://aqicn.org/city/vietnam/da-nang;pm25;1.00;2100;9400;11.00;26.00;1,015.00;7.00;11.00;12.00;2200;300;09/11/2021 0:00;+07:00;#NAME?;#NAME?;;;;
1585;-;12.284358,109.192524;Nha Trang, Vietnam;https://aqicn.org/city/vietnam/nha-trang;;5.00;2500;8800;1.00;4.00;1,010.00;-;-;7.00;2700;300;16/11/2021 12:00;+07:00;#NAME?;#NAME?;;;;
13017;178.00;21.02022,105.81232;Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam;https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong;pm25;19.00;1900;8800;53.00;-;1,016.00;140.00;178.00;-;2100;100;16/11/2021 11:00;+07:00;#NAME?;#NAME?;;;;
13020;69.00;21.00577,105.74842;Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem;pm25;5.00;1800;8200;23.00;-;1,017.50;43.00;69.00;-;2100;230;16/11/2021 7:00;+07:00;#NAME?;#NAME?;;;;
13013;162.00;21.05121,105.78232;Hà Nội/36A Phạm Văn Đồng, Vietnam;https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong;pm25;15.00;1900;8800;41.00;-;1,016.00;119.00;162.00;-;2100;100;16/11/2021 11:00;+07:00;#NAME?;#NAME?;;;;
13014;186.00;21.0072,105.83572;Hà Nội/Mầm non Kim Liên, Vietnam;https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien;pm25;7.00;1900;8800;-;-;1,016.00;105.00;186.00;-;2100;100;16/11/2021 11:00;+07:00;#NAME?;#NAME?;;;;
13252;101.00;22.6782,106.245;Cao Bằng/Trạm khí TTQT, Vietnam;http://cem.gov.vn/;pm25;-;1710;8990;10.00;5.00;989.40;64.00;101.00;1.00;1880;100;16/11/2021 13:00;+07:00;#NAME?;#NAME?;;;;
8767;114.00;10.782978,106.700711;Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh);https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate;pm25;-;2500;7900;-;-;1,009.00;-;114.00;-;2900;150;20/11/2021 9:00;+07:00;#NAME?;#NAME?;;;;
8688;52.00;21.0811211,105.8180306;United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội);https://aqicn.org/city/vietnam/hanoi/unis;aqi;-;2800;8900;-;-;1,008.00;-;52.00;-;3000;410;17/08/2021 22:00;+07:00;#NAME?;#NAME?;;;;
8641;-;21.0215063,105.8188748;Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội);https://aqicn.org/city/vietnam/hanoi/us-embassy;;0.20;2050;9700;11.90;1.70;1,011.00;-;158.00;5.10;2100;100;20/11/2021 10:00;+07:00;#NAME?;#NAME?;;;;
13012;27.00;13.998599,107.996482;Gia Lai/phường Thống Nhất - Pleiku, Vietnam;https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku;pm25;1.00;1710;9450;1.00;14.00;923.40;18.00;27.00;2.00;1800;200;20/11/2021 9:00;+07:00;#NAME?;#NAME?;;;;
12488;-;16.46226,107.596351;Thừa Thiên Huế/83 Hùng Vương, Vietnam;https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong;;8.00;2200;7400;-;-;1,012.00;-;-;-;2700;180;20/11/2021 10:00;+07:00;#NAME?;#NAME?;;;;
13251;-;21.04975,105.74187;Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem;;10.00;2700;9100;-;2.00;1,007.00;-;-;-;2850;200;07/10/2021 8:00;+07:00;#NAME?;#NAME?;;;;
12976;67.00;21.1137452,105.9268934;Bắc Ninh/Châu Khê, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/chau-khe;pm25;5.00;2200;5200;12.00;8.00;1,000.00;53.00;67.00;9.00;3300;300;28/06/2021 22:00;+07:00;#NAME?;#NAME?;;;;
13250;3.00;22.3221386,104.1214227;Lào Cai/KCN TALOONG1, Vietnam;https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1;pm25;50.00;1790;9100;2.00;3.00;998.90;2.00;3.00;500.00;1940;100;20/11/2021 10:00;+07:00;#NAME?;#NAME?;;;;
5507;-;20.9416,107.1158;Ha Long, Vietnam (Tp Hạ Long);https://aqicn.org/city/vietnam/ha-long;;-;2090;9240;22.00;10.00;997.00;-;-;-;2220;100;20/11/2021 9:00;+07:00;#NAME?;#NAME?;;;;
11778;44.00;21.0357507,106.7641068;Quảng Ninh/UBND TP Uông Bí, Vietnam;https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi;pm25;7.00;2090;9240;20.00;14.00;997.00;39.00;44.00;31.00;2220;100;20/11/2021 9:00;+07:00;#NAME?;#NAME?;;;;
12958;-;21.1232473,106.2883295;Bắc Ninh/Phong Cốc, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/phong-coc;;4.00;2100;10000;33.00;2.00;1,011.00;-;-;10.00;2100;100;20/11/2021 9:00;+07:00;#NAME?;#NAME?;;;;
12957;-;21.0272212,106.0342099;Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh;;6.00;2000;10000;-;-;1,009.00;-;-;5.00;2000;150;20/11/2021 5:00;+07:00;#NAME?;#NAME?;;;;
13015;91.00;21.03982,105.84726;Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam;https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma;pm25;29.00;2200;7400;37.00;-;1,011.00;65.00;91.00;-;2700;280;27/04/2021 15:00;+07:00;#NAME?;#NAME?;;;;
13018;149.00;20.98832,105.854897;Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai;pm25;7.00;2050;10000;12.00;-;1,011.00;66.00;149.00;-;2050;20;20/11/2021 7:00;+07:00;#NAME?;#NAME?;;;;
13019;162.00;21.01994,105.77056;Hà Nội/UBND P. Mỹ Đình I, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i;pm25;7.00;2100;10000;24.00;-;1,011.00;86.00;162.00;-;2100;100;20/11/2021 8:00;+07:00;#NAME?;#NAME?;;;;
13026;165.00;21.01525,105.80013;Hà Nội/Chi cục BVMT, Vietnam;https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt;pm25;8.00;1700;7700;22.00;-;1,013.50;104.00;165.00;-;2100;230;19/11/2021 10:00;+07:00;#NAME?;#NAME?;;;;
1584;11.00;16.074,108.217;Da Nang, Vietnam (TP Đà Nẵng);https://aqicn.org/city/vietnam/da-nang;pm25;1.00;2100;9400;11.00;26.00;1,015.00;7.00;11.00;12.00;2200;300;09/11/2021 0:00;+07:00;#NAME?;#NAME?;;;;
1585;-;12.284358,109.192524;Nha Trang, Vietnam;https://aqicn.org/city/vietnam/nha-trang;;6.00;2300;9400;2.00;4.00;1,011.00;-;-;7.00;2400;120;20/11/2021 9:00;+07:00;#NAME?;#NAME?;;;;
13017;195.00;21.02022,105.81232;Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam;https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong;pm25;49.00;2100;10000;24.00;-;1,011.00;154.00;195.00;-;2100;100;20/11/2021 8:00;+07:00;#NAME?;#NAME?;;;;
13020;159.00;21.00577,105.74842;Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem;pm25;5.00;2050;10000;18.00;-;1,011.00;75.00;159.00;-;2050;20;20/11/2021 2:00;+07:00;#NAME?;#NAME?;;;;
13013;189.00;21.05121,105.78232;Hà Nội/36A Phạm Văn Đồng, Vietnam;https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong;pm25;46.00;2050;10000;32.00;-;1,011.00;145.00;189.00;-;2050;20;20/11/2021 5:00;+07:00;#NAME?;#NAME?;;;;
13014;171.00;21.0072,105.83572;Hà Nội/Mầm non Kim Liên, Vietnam;https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien;pm25;8.00;2050;9700;-;-;1,011.00;93.00;171.00;-;2100;100;20/11/2021 8:00;+07:00;#NAME?;#NAME?;;;;
13252;39.00;22.6782,106.245;Cao Bằng/Trạm khí TTQT, Vietnam;http://cem.gov.vn/;pm25;-;1810;9880;5.00;4.00;982.00;31.00;39.00;2.00;1830;100;20/11/2021 10:00;+07:00;#NAME?;#NAME?;;;;
8767;89.00;10.782978,106.700711;Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh);https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate;pm25;-;2050;6900;-;-;1,011.00;-;89.00;-;2650;300;26/11/2021 9:00;+07:00;#NAME?;#NAME?;;;;
8688;52.00;21.0811211,105.8180306;United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội);https://aqicn.org/city/vietnam/hanoi/unis;aqi;-;2800;8900;-;-;1,008.00;-;52.00;-;3000;410;17/08/2021 22:00;+07:00;#NAME?;#NAME?;;;;
8641;151.00;21.0215063,105.8188748;Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội);https://aqicn.org/city/vietnam/hanoi/us-embassy;pm25;0.10;1400;7950;11.00;1.70;1,020.50;-;151.00;6.10;1750;120;26/11/2021 9:00;+07:00;#NAME?;#NAME?;;;;
13012;14.00;13.998599,107.996482;Gia Lai/phường Thống Nhất - Pleiku, Vietnam;https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku;pm25;1.00;1480;7380;1.00;19.00;925.80;11.00;14.00;1.00;1960;400;26/11/2021 9:00;+07:00;#NAME?;#NAME?;;;;
12488;-;16.46226,107.596351;Thừa Thiên Huế/83 Hùng Vương, Vietnam;https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong;;11.00;1900;9300;-;-;1,018.50;-;-;-;2000;280;26/11/2021 9:00;+07:00;#NAME?;#NAME?;;;;
13251;-;21.04975,105.74187;Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem;;10.00;2700;9100;-;2.00;1,007.00;-;-;-;2850;200;07/10/2021 8:00;+07:00;#NAME?;#NAME?;;;;
12976;67.00;21.1137452,105.9268934;Bắc Ninh/Châu Khê, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/chau-khe;pm25;5.00;2200;5200;12.00;8.00;1,000.00;53.00;67.00;9.00;3300;300;28/06/2021 22:00;+07:00;#NAME?;#NAME?;;;;
13250;14.00;22.3221386,104.1214227;Lào Cai/KCN TALOONG1, Vietnam;https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1;pm25;50.00;1550;9320;-;2.00;1,009.20;8.00;14.00;401.00;1660;100;26/11/2021 9:00;+07:00;#NAME?;#NAME?;;;;
5507;-;20.9416,107.1158;Ha Long, Vietnam (Tp Hạ Long);https://aqicn.org/city/vietnam/ha-long;;-;1390;8520;26.00;10.00;1,005.40;-;-;-;1640;300;26/11/2021 9:00;+07:00;#NAME?;#NAME?;;;;
11778;58.00;21.0357507,106.7641068;Quảng Ninh/UBND TP Uông Bí, Vietnam;https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi;pm10;8.00;1390;8520;11.00;14.00;1,005.40;58.00;48.00;32.00;1640;300;26/11/2021 9:00;+07:00;#NAME?;#NAME?;;;;
12958;-;21.1232473,106.2883295;Bắc Ninh/Phong Cốc, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/phong-coc;;2.00;1400;7950;6.00;11.00;1,020.50;-;-;10.00;1750;120;26/11/2021 9:00;+07:00;#NAME?;#NAME?;;;;
12957;-;21.0272212,106.0342099;Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh;;5.00;1400;7950;-;-;1,020.50;-;-;17.00;1750;120;26/11/2021 9:00;+07:00;#NAME?;#NAME?;;;;
13015;91.00;21.03982,105.84726;Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam;https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma;pm25;29.00;2200;7400;37.00;-;1,011.00;65.00;91.00;-;2700;280;27/04/2021 15:00;+07:00;#NAME?;#NAME?;;;;
13018;-;20.98832,105.854897;Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai;;4.00;1300;6800;9.00;-;1,019.00;34.00;40.00;-;1900;100;25/11/2021 19:00;+07:00;#NAME?;#NAME?;;;;
13019;-;21.01994,105.77056;Hà Nội/UBND P. Mỹ Đình I, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i;;13.00;1400;8450;58.00;-;1,020.00;76.00;129.00;-;1650;200;25/11/2021 22:00;+07:00;#NAME?;#NAME?;;;;
13026;124.00;21.01525,105.80013;Hà Nội/Chi cục BVMT, Vietnam;https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt;pm25;4.00;1400;7950;17.00;-;1,020.50;77.00;124.00;-;1750;120;26/11/2021 8:00;+07:00;#NAME?;#NAME?;;;;
1584;27.00;16.074,108.217;Da Nang, Vietnam (TP Đà Nẵng);https://aqicn.org/city/vietnam/da-nang;pm25;5.00;1900;6900;12.00;28.00;1,017.00;18.00;27.00;12.00;2500;150;26/11/2021 9:00;+07:00;#NAME?;#NAME?;;;;
1585;-;12.284358,109.192524;Nha Trang, Vietnam;https://aqicn.org/city/vietnam/nha-trang;;2.00;1800;6500;1.00;4.00;1,013.00;-;-;7.00;2500;690;26/11/2021 8:00;+07:00;#NAME?;#NAME?;;;;
13017;150.00;21.02022,105.81232;Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam;https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong;pm25;5.00;1400;8450;26.00;-;1,020.00;102.00;150.00;-;1650;200;26/11/2021 4:00;+07:00;#NAME?;#NAME?;;;;
13020;98.00;21.00577,105.74842;Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem;pm25;6.00;1400;8450;21.00;-;1,020.00;53.00;98.00;-;1650;200;26/11/2021 2:00;+07:00;#NAME?;#NAME?;;;;
